model_name,corruption_type,masking_ratio_requested,masking_ratio_actual,num_timesteps,context_window_words,rouge_l_f1,bertscore_f1,bertscore_precision,bertscore_recall,perplexity,latency_seconds
kuleshov-group/mdlm-owt,random_token,0.3,0.2992125984251969,1,75,0.812785388127854,0.9459643363952637,0.9495553970336914,0.942400336265564,59.798980712890625,1.5037721809999312
kuleshov-group/mdlm-owt,random_token,0.3,0.2967032967032967,1,75,0.8536585365853658,0.9594260454177856,0.9578654766082764,0.9609917402267456,59.72303771972656,0.08405252800002927
kuleshov-group/mdlm-owt,random_token,0.3,0.297029702970297,1,75,0.861878453038674,0.9749056696891785,0.9753683805465698,0.9744434356689453,34.847129821777344,0.07222601999990275
kuleshov-group/mdlm-owt,random_token,0.3,0.2985781990521327,1,75,0.839378238341969,0.9502611756324768,0.9501702785491943,0.9503520727157593,58.76188659667969,0.08647278499995537
kuleshov-group/mdlm-owt,random_token,0.3,0.30067567567567566,1,75,0.8237623762376237,0.9527209401130676,0.9534645080566406,0.9519785642623901,57.25442123413086,0.11183351800002583
kuleshov-group/mdlm-owt,random_token,0.3,0.2976190476190476,1,75,0.8,0.9531716704368591,0.9541153907775879,0.9522297978401184,55.804439544677734,0.05100020800000493
kuleshov-group/mdlm-owt,random_token,0.3,0.2978723404255319,1,75,0.8141592920353983,0.9426991939544678,0.9392890930175781,0.946134090423584,87.81346893310547,0.050789456000075006
kuleshov-group/mdlm-owt,random_token,0.3,0.2986425339366516,1,75,0.8746928746928747,0.9548106789588928,0.9554969072341919,0.9541254043579102,52.87277603149414,0.04639398200004052
kuleshov-group/mdlm-owt,random_token,0.3,0.30049261083743845,1,75,0.8010899182561306,0.92742919921875,0.9269862771034241,0.9278725385665894,89.91211700439453,0.045653329000060694
kuleshov-group/mdlm-owt,random_token,0.3,0.299625468164794,1,75,0.8783505154639175,0.9748174548149109,0.9748300313949585,0.9748049378395081,21.192583084106445,0.050276410000037686
kuleshov-group/mdlm-owt,random_token,0.3,0.29838709677419356,1,75,0.8653421633554084,0.967959463596344,0.966781735420227,0.9691399931907654,36.50308609008789,0.04883318700001382
kuleshov-group/mdlm-owt,random_token,0.3,0.2993421052631579,1,75,0.8287292817679557,0.9591423273086548,0.9596080780029297,0.9586770534515381,39.61474609375,0.05765364600006251
kuleshov-group/mdlm-owt,random_token,0.3,0.3007518796992481,1,75,0.8400852878464817,0.9540321230888367,0.954749345779419,0.9533159732818604,36.69826126098633,0.05080962299996372
kuleshov-group/mdlm-owt,random_token,0.3,0.30337078651685395,1,75,0.8695652173913043,0.9721798896789551,0.9762433767318726,0.9681501388549805,18.349441528320312,0.03285761799997999
kuleshov-group/mdlm-owt,random_token,0.3,0.3076923076923077,1,75,0.7999999999999999,0.9502856731414795,0.9505681991577148,0.9500032663345337,104.16002655029297,0.03151140500006022
kuleshov-group/mdlm-owt,random_token,0.3,0.29838709677419356,1,75,0.8036529680365296,0.9527418613433838,0.9525563716888428,0.9529273509979248,71.6490249633789,0.035454556999980014
kuleshov-group/mdlm-owt,random_token,0.3,0.2986111111111111,1,75,0.789272030651341,0.9551548361778259,0.9563343524932861,0.9539782404899597,81.97806549072266,0.03650243299989597
kuleshov-group/mdlm-owt,random_token,0.3,0.30434782608695654,1,75,0.8235294117647058,0.9712351560592651,0.9722265005111694,0.9702457785606384,61.65999984741211,0.03222716799996306
