model_name,corruption_type,masking_ratio_requested,masking_ratio_actual,num_timesteps,context_window_words,rouge_l_f1,bertscore_f1,bertscore_precision,bertscore_recall,perplexity,latency_seconds
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10236220472440945,,75,0.8163265306122448,0.9568190574645996,0.940099835395813,0.9741438031196594,28.34986686706543,19.760881467999752
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0989010989010989,,75,0.925925925925926,0.9778186678886414,0.9806923866271973,0.9749616980552673,35.96535110473633,0.6093357800000376
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09900990099009901,,75,0.9418604651162791,0.9793571829795837,0.9836173057556152,0.9751337170600891,32.75462341308594,0.12786913599984473
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0995260663507109,,75,0.8385542168674699,0.9699113965034485,0.9595604538917542,0.9804880619049072,31.785444259643555,2.8862571219997335
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10135135135135136,,75,0.8761904761904761,0.9662474989891052,0.9646522998809814,0.9678480625152588,29.570680618286133,2.450037003000034
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09523809523809523,,75,0.7204301075268819,0.9361918568611145,0.9151448011398315,0.9582298994064331,28.650251388549805,2.3019404899996516
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10106382978723404,,75,0.8429752066115702,0.9706243872642517,0.9624979496002197,0.9788892269134521,41.41749572753906,2.267476224999882
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09954751131221719,,75,0.8505747126436781,0.9668537378311157,0.9568626284599304,0.9770557880401611,38.486541748046875,2.2562606810001853
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09852216748768473,,75,0.8842105263157896,0.9691696166992188,0.967356264591217,0.9709898233413696,66.39783477783203,1.5364942659998633
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10112359550561797,,75,0.8732943469785576,0.973954439163208,0.9700312614440918,0.9779094457626343,18.79442596435547,2.8955348099998446
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10080645161290322,,75,0.8912579957356077,0.9667990803718567,0.9637022018432617,0.9699159860610962,18.899078369140625,2.4713556020001306
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09868421052631579,,75,0.8198347107438017,0.8559741377830505,0.8073914051055908,0.9107778072357178,9.292237281799316,2.239282436999929
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10150375939849623,,75,0.8828451882845189,0.9756964445114136,0.9740853309631348,0.9773129224777222,26.279787063598633,2.250118014000236
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10112359550561797,,75,0.7589743589743589,0.9423076510429382,0.9247415065765381,0.9605540037155151,18.361204147338867,2.2218476819998614
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09230769230769231,,75,0.8264462809917356,0.934962809085846,0.9165438413619995,0.9541373252868652,32.94355010986328,2.473280166999757
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0967741935483871,,75,0.8015873015873015,0.9643602967262268,0.9551539421081543,0.9737460017204285,38.07509994506836,2.9444158199999038
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09722222222222222,,75,0.8080808080808081,0.9318751692771912,0.929092288017273,0.9346747994422913,30.63035774230957,2.2602999480000108
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09782608695652174,,75,0.6972477064220183,0.9560590982437134,0.9355911016464233,0.9774426221847534,18.865646362304688,2.2155691339999066
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09375,,75,0.8709677419354839,0.9673401713371277,0.9643582701683044,0.9703407287597656,49.921302795410156,0.8316963299998861
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10256410256410256,,75,0.8587570621468926,0.9679079651832581,0.9671539664268494,0.9686630964279175,35.84916305541992,2.312963874000161
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0990990990990991,,75,0.8967254408060453,0.9658812880516052,0.9625071287155151,0.9692791700363159,29.59385108947754,2.273032601000068
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10084033613445378,,75,0.9533678756476685,0.9682806134223938,0.9774788618087769,0.9592537879943848,51.52000045776367,0.2288105990000986
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10101010101010101,,75,0.9021739130434783,0.9773343205451965,0.9745447635650635,0.9801399111747742,25.99531364440918,1.1404453370000738
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.7488151658767772,0.9356281161308289,0.8973180651664734,0.9773551225662231,16.998825073242188,2.757699386999775
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10047846889952153,,75,0.8637532133676092,0.9691547751426697,0.9617028832435608,0.9767229557037354,31.73899269104004,2.1921122749999995
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09929078014184398,,75,0.8822429906542055,0.9680973291397095,0.9647079110145569,0.9715105891227722,28.139389038085938,2.3533915090001756
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.7559808612440191,0.9249058961868286,0.8940258622169495,0.9579955339431763,23.204557418823242,2.243492803999743
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10112359550561797,,75,0.819672131147541,0.9541475176811218,0.9428237676620483,0.9657465219497681,26.60154151916504,2.245743086999937
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0979020979020979,,75,0.8101265822784811,0.9513431787490845,0.9368975162506104,0.966241180896759,17.959842681884766,2.8428729870001916
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09090909090909091,,75,0.5909090909090909,0.9255807995796204,0.9004528522491455,0.9521514177322388,16.810077667236328,2.636371822000001
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.125,,75,0.32183908045977017,0.8934633731842041,0.873619019985199,0.9142302870750427,3.667043447494507,2.266855071000009
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09523809523809523,,75,0.8372093023255814,0.9447844624519348,0.92889803647995,0.9612237215042114,333.9109802246094,0.2873515039996164
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09523809523809523,,75,0.4090909090909091,0.8763695359230042,0.8646973967552185,0.8883612155914307,21.574417114257812,2.2202952150000783
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10666666666666667,,75,0.9343065693430658,0.9690333008766174,0.9641410708427429,0.9739753007888794,53.16799545288086,0.42352453400008017
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10465116279069768,,75,0.9473684210526315,0.9770863652229309,0.9773317575454712,0.9768412709236145,69.12748718261719,0.1615215739998348
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10526315789473684,,75,0.8037383177570094,0.9559785723686218,0.9502954483032227,0.9617301225662231,64.73069763183594,1.3141194750000977
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10285714285714286,,75,0.9399293286219081,0.9429996013641357,0.9408224821090698,0.9451869130134583,31.919696807861328,2.3908341129999826
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09411764705882353,,75,0.8658536585365854,0.9708594083786011,0.9675344824790955,0.9742072224617004,39.52008819580078,1.413099258999864
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10344827586206896,,75,0.9375,0.9836336374282837,0.9858646392822266,0.9814127683639526,93.74638366699219,0.1146990420002112
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0979381443298969,,75,0.8290155440414508,0.9621961116790771,0.9505981206893921,0.9740805625915527,31.807004928588867,2.6859427980002692
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10285714285714286,,75,0.9473684210526316,0.9792612791061401,0.9861674308776855,0.9724512100219727,83.6932144165039,0.15303582899969115
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10344827586206896,,75,0.8583690987124463,0.9760290384292603,0.9693601131439209,0.9827904105186462,27.638778686523438,1.3659263959998498
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10077519379844961,,75,0.756972111553785,0.9515841603279114,0.9313952922821045,0.9726676940917969,29.002796173095703,2.244318309999926
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10126582278481013,,75,0.9624060150375939,0.9824210405349731,0.9850693345069885,0.9797868728637695,55.48862838745117,0.1435754179997275
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09859154929577464,,75,0.7258064516129031,0.9188370704650879,0.9132194519042969,0.9245242476463318,28.248493194580078,2.261649038000087
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10638297872340426,,75,0.6495726495726496,0.9356958866119385,0.9117490649223328,0.9609346389770508,35.134944915771484,2.2644452240001556
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.962962962962963,0.9803157448768616,0.9704487323760986,0.9903854131698608,1375.946044921875,0.1375280079996628
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.07142857142857142,,75,0.43478260869565216,0.8588752746582031,0.8411487340927124,0.8773650527000427,15.150875091552734,2.756212864999725
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.875,0.8949340581893921,0.8608371019363403,0.9318435192108154,593.7545776367188,2.6260391440000603
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.125,,75,0.896551724137931,0.9135102033615112,0.8809970021247864,0.9485152959823608,580.9305419921875,2.266289415999836
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.9615384615384615,0.9881110191345215,0.9886305332183838,0.9875919818878174,116.6575927734375,0.4060227649997614
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10256410256410256,,75,0.8245614035087719,0.9585279822349548,0.9475531578063965,0.9697601199150085,27.677085876464844,2.1885262589999
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.08823529411764706,,75,0.9508196721311476,0.9633048176765442,0.9550347328186035,0.9717194437980652,533.5785522460938,0.2743278600000849
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.9142857142857143,0.9689084887504578,0.9624370336532593,0.9754675626754761,1296.3333740234375,0.12255861999983608
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09917355371900827,,75,0.7578125,0.9412488341331482,0.9353747367858887,0.9471970200538635,15.35236930847168,2.222485362000043
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10062893081761007,,75,0.8273615635179152,0.9551438689231873,0.9451340436935425,0.9653679132461548,26.554365158081055,2.5026614690000315
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10185185185185185,,75,0.759825327510917,0.9534053802490234,0.9340168237686157,0.9736159443855286,28.2823486328125,2.964402560000053
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10909090909090909,,75,0.681159420289855,0.9381637573242188,0.9115240573883057,0.9664073586463928,37.18486022949219,2.2933011709997118
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09782608695652174,,75,0.9400630914826499,0.9835381507873535,0.9853324294090271,0.98175048828125,39.4555778503418,0.463061431999904
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09523809523809523,,75,0.624,0.9210391044616699,0.8890570402145386,0.9554081559181213,26.24883270263672,2.04397073500013
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10256410256410256,,75,0.9447236180904524,0.9819612503051758,0.9880120158195496,0.9759841561317444,42.501285552978516,0.1120641180000348
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10091743119266056,,75,0.9591836734693878,0.9879346489906311,0.9885647296905518,0.9873052835464478,25.90127182006836,0.33098799500021414
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.09411764705882353,,75,0.7659574468085106,0.9574674963951111,0.9463232159614563,0.968877375125885,29.924280166625977,2.1999875510000493
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.0963855421686747,,75,0.8227848101265823,0.9294014573097229,0.9054495096206665,0.9546549916267395,83.98825073242188,1.30902686599984
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.1,,75,0.7231638418079096,0.9207431077957153,0.9079672694206238,0.933883547782898,52.121315002441406,2.6569984900002055
Qwen/Qwen2.5-Coder-0.5B,span,0.1,0.10465116279069768,,75,0.927536231884058,0.9764138460159302,0.9824784398078918,0.9704238176345825,63.41543960571289,0.18283647199996267
